主文/留言,作者,時間,標題,推/噓,內容
回覆,uyulala,2021/8/27 00:30,@taipoo錢奴都用批踢踢來發瘋#1X715Q9s (love)#1X836LkC (NEW_ROC),推,"a我ID有一篇 集保九家銀行美元買賣價差 可以參考扣款帳戶先找集保九家,再研究美元買賣價差我之前開iLEO去分行提升權限,但它不能留印做為扣款帳戶所以如果你要用一銀,最好再仔細問問看一定要用就是再開一個一銀實體帳戶,然後從iLEO轉錢過去"
回覆,j49222106,2021/8/27 07:24,[問題] 新手的基金扣款帳戶,無,我是用Richart
回覆,uyulala,2021/8/27 07:24,[問題] 新手的基金扣款帳戶,無,用Richart+1
回覆,uu85109,2021/8/27 07:24,用Richart+1,推,借問，基富通可以用台幣帳戶扣境外基金的費用嗎?
回覆,j49222106,2021/8/27 10:16,[問題] 新手的基金扣款帳戶,無,有的可以，有的不行，就點看看就知道了，別真的去結帳即可
回覆,uyulala,2021/8/27 10:16,有的可以，有的不行，就點看看就知道了，別真的去結帳即可,推,"可以用台幣扣境外,但還是建議用美元扣美元計價基金"
回覆,Janggo,2021/8/27 12:36,[問題] 新手的基金扣款帳戶,推,可以吧…不就等於是直接換匯買境外基金而已嗎？ 贖回時直接換回台幣才入帳而已..多了匯差的波動風險
回覆,YiRenge,2021/8/27 15:15,[問題] 新手的基金扣款帳戶,推,Richart+1 版上滿多人都是推這間
回覆,uyulala,2021/8/27 15:25,[問題] 新手的基金扣款帳戶,推,Richart是用習慣了，還是可以多研究
回覆,chk3583,2021/8/27 15:31,[問題] 新手的基金扣款帳戶,無,用richart啊 很方便換匯也有便宜一點
回覆,ilutc,2021/8/27 15:31,用richart啊 很方便換匯也有便宜一點,推,記得國內投信發行的外幣計價一定要用外幣扣款但通常會有相對應的新台幣計價選項啦 少部分沒有
回覆,popolili,2021/8/27 23:54,[問題] 新手的基金扣款帳戶,推,我是richart +台新外幣戶頭
回覆,yuenru,2021/8/29 10:56,[問題] 新手的基金扣款帳戶,推,原po可以先搜尋生活圈周圍的銀行，開立數位帳戶，大多數仍須臨櫃提升權限，太遠的還是不方便，再順便設定 約定帳戶，到時方便移動資金。richart要臨櫃提升權限。但現在高利條件已殞落....彰銀數位可以到1.3/1.4/ 1.5，供參考。
主文,seand8088503 (あいうえお),2021/8/26 15:14,Re: [問題] 基富通庫存與集保e存摺,無,"※ 引述《adamjinchi (CM蘋果電腦)》之銘言：
: 如題
: 想問有用基富通的各位
: 如果在基富通平台投資基金
: 基金的庫存數目會顯示在集保e存摺嗎？
: 看集保e存摺有提到如果直接向投信購買會
: 沒提到跟銀行、基富通等平台購買會不會顯示
: 但我想基富通跟集保中心有關，不知道庫存資料能否顯示在e存摺呢？


回一下文

這幾天發現集保e存摺上面，

可以查詢「基富通」持有的基金了！

雖然集保上銀行的存款帳戶還沒有全部開放，

但有看到集保慢慢在努力了！

"
回覆,SirMaoMao,2021/8/26 15:24,Re: [問題] 基富通庫存與集保e存摺,推,在鉅亨申購的基金也有顯示了
回覆,pupuliao,2021/8/26 17:19,Re: [問題] 基富通庫存與集保e存摺,推,真好 之前嘗試過 失敗
回覆,e19,2021/8/26 17:21,Re: [問題] 基富通庫存與集保e存摺,推,中租跟鉅亨都有顯示，有驚訝到，要是在其他銀行買的基金也能夠顯示那就更棒了！
回覆,pupuliao,2021/8/26 17:26,Re: [問題] 基富通庫存與集保e存摺,推,看來集保中心有在做事，銀行或許是下一步
回覆,j49222106,2021/8/26 20:02,Re: [問題] 基富通庫存與集保e存摺,推,讚讚讚，有在做事
回覆,rainsilver,2021/8/26 21:08,Re: [問題] 基富通庫存與集保e存摺,推,昨天也是突然發現出現了!
回覆,twken10,2021/8/26 21:10,Re: [問題] 基富通庫存與集保e存摺,推,不錯啊！但APP的返回功能怪怪的，有電腦版就更好了！
回覆,taipoo,2021/8/27 03:23,Re: [問題] 基富通庫存與集保e存摺,推,感覺很不錯耶！基富通跟鉅亨買基金都可以看到了
回覆,Radiomir,2021/8/27 04:03,Re: [問題] 基富通庫存與集保e存摺,推,希望出電腦版 +1
回覆,murphytsai,2021/8/27 05:59,Re: [問題] 基富通庫存與集保e存摺,推,讚越做越好了
回覆,totoyy520,2021/8/27 10:38,Re: [問題] 基富通庫存與集保e存摺,推,讚讚讚，害我以為持股大漲
回覆,Jaymainal,2021/8/27 11:15,Re: [問題] 基富通庫存與集保e存摺,推,前幾天有發現了  真的不錯
回覆,ilutc,2021/8/27 20:36,Re: [問題] 基富通庫存與集保e存摺,推,樓樓上太好笑
回覆,Q00863,2021/8/28 16:37,Re: [問題] 基富通庫存與集保e存摺,無,跟銀行買的還是沒看到QQ
回覆,CHOUHSIWEI,2021/8/28 16:37,跟銀行買的還是沒看到QQ,推,集保棒棒...不過基富通為什麼不出APP
回覆,shinchan0923,2021/8/29 01:22,Re: [問題] 基富通庫存與集保e存摺,無,感覺超棒的！還能查申購明細～交易明細清清楚楚查得到，對有多個帳戶的人好方便
回覆,yuenru,2021/8/29 01:22,感覺超棒的！還能查申購明細～交易明細清清楚楚查得到，對有多個帳戶的人好方便,推,還是太少....
回覆,iamkorean,2021/10/3 13:15,Re: [問題] 基富通庫存與集保e存摺,推,現在最希望集保做的就是讓大家可以有多一點外幣帳號可以扣款，然後也可以網路驗證，有些美金放在不是集保配合的，領出來存進去都會有一筆手續費。我自己是已經約定好了，只是希望幫還沒有在基金平台開戶的人爭取
回覆,shoppinglin,2021/10/8 23:44,Re: [問題] 基富通庫存與集保e存摺,推,e集保顯示的比鉅亨還快....鉅亨也太慢了吧
主文,fishmiu1226 (Tiffany),2021/8/23 23:03,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,"因為想要坡段投資黃金基金
用鉅亨和強基金篩選出了貝萊德世界黃金基金和富蘭克林黃金基金
貝萊德世界黃金基金有晨星四星，富蘭克林黃金基金雖然沒有星星，但1月、1年、3年的
績效在同組裡面名列前茅
後來考量黃金基金算是風險較高的商品，不想壓太重的比例在上面
加上富蘭克林的內扣費用較低（0.47%），所以後來選富蘭克林的黃金基金
陸續在富蘭克林的國民e帳戶和鉅亨開了戶
這兩間都有送3筆定期定額終身0手續費
但富蘭克林要在60天內使用完這3筆定期定額終身0手續費
鉅亨送的其中一筆則是要在開戶後30天內成功申購一筆定期定額才會送


富蘭克林目前除了黃金基金，另外一筆應該會選富蘭克林的公用事業基金
還差一筆不知道該選哪隻基金
因為富蘭克林送的3筆定期定額終身0手續費，即便暫停定期定額扣款，優惠也不會不見，
所以不想浪費這筆
請問除了黃金基金、公用事業基金外，還有推薦富蘭克林的哪隻基金嗎？
目前有考慮富蘭克林波灣富裕或富蘭克林高科技，我知道這兩隻差異有點大，但考量的點
是富蘭克林波灣富裕這隻年化配息率和報酬率都不錯，三、五年在同組裡面表現很好，算
是績效比較穩的配置，富蘭克林高科技的話除了有晨星五星外，三、五年在同組裡面表現
也是不錯，而且內扣費用跟黃金一樣都是0.47%，不曉得這兩隻怎麼樣？
對這第三隻基金沒有什麼明確的想法，但因為鉅亨也有開戶，只希望如果可以的話是跟黃
金基金&公用事業基金一樣在鉅亨買不到，然後在同組裡面表現比較好，或是有晨星評等
，如果有其他更好的選擇也麻煩大家推薦

另外鉅亨的話因為只要暫停定期定額扣款，終身0手續費的優惠也會終止，所以打算選穩
健一點，長期向上的標的，目前是考慮野村鴻利基金及復華傳家二號基金，不知道這兩隻
基金如何？還是有其他推薦的？

"
回覆,bluezero000,2021/8/24 08:21,[問題] 開戶送的3筆終身0手續費該怎麼選？,推,要定扣的項目不要選原物料，黃金
回覆,ivan1209,2021/8/24 09:47,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,黃金都炒坡段，應該很少人定期定額
回覆,fishmiu1226,2021/8/24 09:47,黃金都炒坡段，應該很少人定期定額,推,因為富蘭克林的定期定額暫停扣款，終身0手續的優惠也不會不見，所以我都是到買點時設定連扣5天，之後就暫停扣款，等待下次要攤平時續扣，或是停利時贖回，所以還是單筆的操作模式
回覆,dobedobedo,2021/8/24 16:19,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,黃金只推GLD
回覆,fishmiu1226,2021/8/24 16:19,黃金只推GLD,推,貝萊德和富蘭克林都是投資金礦公司，所以指數我還有追蹤GDX，GLD是不是跟金價比較有直接相關？一樣可以波段操作嗎？
回覆,azrael99,2021/8/24 17:26,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,暫停扣款終身0手續費優惠不會消失這點比鉅亨好，蠻適合用在坡段操作上
回覆,fishmiu1226,2021/8/24 17:26,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,但鉅亨每週都有點數可以領也還不錯
回覆,Radiomir,2021/8/24 17:26,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,"鉅亨可以扣3千練丹,想加碼改扣萬,也可改日期變相停扣~"
回覆,ilutc,2021/8/24 17:26,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,樓上+1 鉅亨可以用更改扣款日期來達到變相停扣優惠也不會不見
回覆,fishmiu1226,2021/8/24 17:26,樓上+1 鉅亨可以用更改扣款日期來達到變相停扣優惠也不會不見,推,謝分享！原來大家用鉅亨都是這樣變相停扣，雖然每個月都要記得去修改，比富蘭克林麻煩一點，但至少優惠還在
回覆,pinpin12352,2021/8/24 21:55,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,不想壓太重比例為什麼最後是選富蘭克林？
回覆,ffaarr,2021/8/24 21:55,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,應該是先想好要投資的方向，再看怎麼選費用便宜吧，為了0手續費硬要湊滿 有點奇怪。
回覆,fishmiu1226,2021/8/24 21:55,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,回p大，富蘭克林定期定額最低是1千，但貝萊德用鉅亨買定期定額要3千，如果以出現買點連買5天的策略去買，加上之後更低需要加碼，買貝萊德我覺得會有點壓太多
回覆,bianlee,2021/8/24 21:55,回p大，富蘭克林定期定額最低是1千，但貝萊德用鉅亨買定期定額要3千，如果以出現買點連買5天的策略去買，加上之後更低需要加碼，買貝萊德我覺得會有點壓太多,推,定期定額選越南
回覆,isuzu1,2021/8/25 16:20,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,要波段 選越南 要長期存 可以選安聯大壩
回覆,Radiomir,2021/8/25 16:20,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,"鉅亨每週領50點時就能順便檢查扣款狀況, 其實不麻煩哦"
回覆,dobedobedo,2021/8/25 16:20,"鉅亨每週領50點時就能順便檢查扣款狀況, 其實不麻煩哦",推,"GLD 直接追蹤金價, 比黄金共同基金更能操作波段"
回覆,Sowen,2021/8/25 22:33,[問題] 開戶送的3筆終身0手續費該怎麼選？,推,0.47%不就跟0050差不多？富蘭克林有內扣費用這麼低的基金?
回覆,popolili,2021/8/26 00:37,[問題] 開戶送的3筆終身0手續費該怎麼選？,推,跟F大看法一致，挑好想買的基金比較重要
回覆,b954945,2021/8/26 11:39,[問題] 開戶送的3筆終身0手續費該怎麼選？,推,安聯三件套
回覆,pk0943,2021/8/26 16:04,[問題] 開戶送的3筆終身0手續費該怎麼選？,無,我是越南+大壩
回覆,fishmiu1226,2021/8/26 16:04,我是越南+大壩,推,回S大，富蘭克林有些美國註冊的基金內扣費用都比較低，像我選的黃金基金和公用事業基金都是這一類好多人推越南基金，之前完全沒有考慮過，我再來研究一下，謝謝大家的建議
回覆,pk0943,2021/9/3 15:16,[問題] 開戶送的3筆終身0手續費該怎麼選？,推,大壩則是經理人強，常常台股跌很多，淨值沒跌很多，整體績效優於大盤。
主文,uyulala (Neverending),2021/8/21 19:42,[閒聊] 今年以來國內外基金表現,無,"資料來源：MoneyDJ
https://www.moneydj.com/funddj/ys/YP600.djhtm


國內外基金今年以來前20表現（不分幣別，國內外一起比較）
https://i.imgur.com/V1WMwgf.jpg


國外基金今年以來前12表現（不分幣別，僅國外）
https://i.imgur.com/ja86JaJ.jpg



台股基金最近回檔中，但是今年以來表現還是世界最強。


國外基金以越南，印度，美國房地產和歐非中東表現較佳。

"
回覆,ckcck,2021/8/21 21:52,[閒聊] 今年以來國內外基金表現,無,後20表現如何？
回覆,uyulala,2021/8/21 21:52,後20表現如何？,推,可以用第一個連結查，但是只能查前1000名的後20如果用鉅亨查，今年以來表現最差是中國基金，-25～-30%
回覆,popolili,2021/8/21 23:33,[閒聊] 今年以來國內外基金表現,無,話說那個統一也太強了吧...
回覆,uyulala,2021/8/21 23:33,話說那個統一也太強了吧...,推,我可以寫文但是不想管板啊～ popo大來選吧^_^你可以的
回覆,popolili,2021/8/22 16:30,[閒聊] 今年以來國內外基金表現,推,我都來這邊跟大家學習投資經驗，管版比投資還難
回覆,azrael99,2021/8/24 18:25,[閒聊] 今年以來國內外基金表現,推,感謝分享
