主文/留言,作者,時間,標題,內容
留言,mix_,2021/8/26 22:52,#請益 還要放著嗎？,"B9 B10
貴是0050 006208的比較
再者其實要自己依照ETF
去建倉是不容易的事情
到時候還是會受到人性影響
比如2330從600狂跌到400好了
會不會想減碼或加碼
這樣都會影響到比例
如果自行去判斷比例
這就是主動選股了 
主動選股也ok 但可以跟ETF分開
才能分清楚 自己選股的實力
長期能不能贏過
再來直接買台積電相差無幾
則是忽略市值跟分散風險的特性
萬一明天台積電廠區爆炸
股價應聲下跌 只持有台積電是100％的虧損
ETF則是分散了
而且台積電總有一天會慢慢降低市值
如果沒有這麼厲害能夠自己判斷到
研究出來 這些都是花心力的事情
能不能即時調整持股
最後管理費 6208 692
已經是台灣極便宜的兩檔了"
留言,輔仁大學,2021/8/27 01:18,#請益 還要放著嗎？,"B12 
台積電不會爆炸
而且台積電未來5年每年穩定成長15%
(一般公司誰做得到)
更不用說預期外的營運情況捷報一直出現
真的要到你說的慢慢降低市值
也是好幾年以後的事情= =
再者毫無疑問的是會提到台積電
就是因為跟台股大盤幾乎掛鉤的特性
這才是我前面所說的重點"
留言,銘傳大學,2021/8/27 01:23,#請益 還要放著嗎？,"你怎麼不換標地
可以把錢轉移"
留言,mix_,2021/8/27 02:47,#請益 還要放著嗎？,"B14
所以你就是忽略非系統性風險
還好你不是管理核電廠
平常沒事 311一來
半個日本受到影響
這就是主動選股
看好單一個股
跟前面提到的ETF概念沒直接關係了"
留言,東吳大學,2021/8/27 04:22,#請益 還要放著嗎？,基金不用擔心啊，你知道金九銀十就不會賣了
留言,原Po,2021/8/27 04:25,#請益 還要放著嗎？,B11金價？
留言,原Po,2021/8/27 04:27,#請益 還要放著嗎？,B17意思是要等九月十月在賣嗎
留言,Farmer ZhuGe,2021/8/27 04:30,#請益 還要放著嗎？,B19美股大盤指數ETF，我自己是放VOO，你也可以找一些適合自己的
留言,東吳大學,2021/8/27 04:56,#請益 還要放著嗎？,B19 不是，是你這檔基金會跌是因為大陸近期監管政策一波波，導致外資避開中國市場。中國市場本來就是人治的色彩很濃厚，政策影響很大。所以因為政策導致市場下跌、你可以看看那些巨頭、阿里巴巴、騰訊、美團、拼多多…等，大陸很多企業其實本質上都不差、都是很賺錢的企業。我把這次的監管視為先蹲後跳，因為畢竟共產黨還是要讓這些龍頭知道誰是老大。接下來大陸還有十四五計劃，下半年到明年春節也準備要拉貨了，所以大陸金九銀十準備拉貨，美國11月12月聖誕節、感恩節，明年華人春節，我是看好；給你參考。
留言,原Po,2021/8/27 05:07,#請益 還要放著嗎？,B21那跟換006208比呢
留言,國立臺中科技大學,2021/8/27 05:20,#請益 還要放著嗎？,"我個人是在這邊進場啦
我寧願買低基期也不追高
雖然中國政府也很多監管的政策
但我覺得是短期痛啦
長期下來也是為了他們金融更健全
況且他們基本面也都是好的
我個人是進場並加碼
不過我是中長線投資
如果是看短線是會在這鬼混一段時間"
留言,陳傑講股,2021/8/27 05:41,#請益 還要放著嗎？,留
留言,原Po,2021/8/27 05:48,#請益 還要放著嗎？,B23是要繼續定期定額嗎？一個月3000那種
留言,國立臺中科技大學,2021/8/27 05:58,#請益 還要放著嗎？,"B25取決於你做多久
投資之前先問自己這是什麼樣的配置
不同模式就有不一樣的結果
如果你只設定1個月短期投資
那中國股市肯定是爛市場
美股科技類這時候是優先
但如果你是要1-2年中長期投資
我相信會反過來
中國會是好市場，美股就不見得好了
所以沒有絕對的市場
取決於你要做多久，用什麼方式做
我個人中國是打算做中長線
我有單筆大額進，然後也有小額定期定額"
留言,國立中山大學,2021/8/27 07:05,#請益 還要放著嗎？,沒看過基金單筆買的，定期定額保你富貴不賠錢
留言,東吳大學,2021/8/27 09:07,#請益 還要放著嗎？,B27 基金也可以單筆申購啊 只是你要挑點位進場而已。定時定額只是比較安心、分散風險。
留言,東吳大學,2021/8/27 09:08,#請益 還要放著嗎？,B25 是我我就定時定額扣，你可去查摩根東方科技，我有這檔走勢跟你差不多啦，越跌越扣長線看好，現在低基期還不扣到爆。
留言,東吳大學,2021/8/27 09:12,#請益 還要放著嗎？,"B26 長線你不看好美國唷 巴菲特說永遠別做空美國
長線上我都看好耶，而且偏好美國。畢竟世界強大的企業都還是在美國的，地位不容易撼動。你看看FB、Apple、Amazon 、micro soft、Google。除非我們開始用百度、金山軟件、華為、微博、阿里巴巴，不然我覺得美國還是強大，給您參考"
留言,東吳大學,2021/8/27 09:14,#請益 還要放著嗎？,"B22 這我沒研究 要查看看
我看到了，這就台灣50啊！就看你如何看待台灣市場。今年台股表現是很強勁，但長線中美兩國的大市場應該還是會表現好一點。"
留言,國立臺中科技大學,2021/8/27 10:41,#請益 還要放著嗎？,"B30 如果長線五年以上肯定是看好美國的
但三年內我不認為美國開始縮表以及2023年升息後還能持續維持動能，兩年內美國總經政策施行後勢必會看得到大幅度的修正，與其這樣倒不如等縮表完成、升息後再來配置
沒有好壞純粹我個人喜歡從低的地方開始買
如果你是看短線一年內，那美國當然沒問題，只要還沒開始縮表美國都還沒結束
但我個人不喜歡做這麼短而已
順帶一提巴菲特現在也是滿手現金一直在出清
供您參考感謝指教"
留言,原Po,2021/8/27 16:10,#請益 還要放著嗎？,"B31 哇！謝謝你告訴我這麼多
我會繼續定期定額扣3000的"
留言,國立高雄餐旅大學,2021/8/27 16:11,#請益 還要放著嗎？,轉戰豐存股後就沒在盯盤過
留言,國立臺北科技大學,2021/8/28 09:03,#請益 還要放著嗎？,富蘭克林我不推！
留言,國立中央大學,2021/8/28 09:35,#請益 還要放著嗎？,"要長期投資的話，現在中概股低點加碼啊
如果要轉換標的就賣吧"
留言,台灣大學,2021/8/28 10:35,#請益 還要放著嗎？,賣掉換台股
留言,原Po,2021/8/28 11:37,#請益 還要放著嗎？,B37我也有定期定額006208了
主文,國立臺北教育大學,2021/8/26 07:22,傻傻定期定額 錯了嗎?,"一直以來我都是那種沒空盯盤
也不想因為看盤搞的自己緊張兮兮那種人
(家人就因為整天盯盤弄的身心狀態很差.....)
所以自從開始投資以來，我都是投定期定額自己能看懂的類型基金
例如台積電為主的科技型基金
或是台灣中型電子產業類型或傳產類型
例如富蘭克林第一富或統一
大多都是一路定期定額放個半年一年以後再來決定要不要調整，但就一直被家人念不如去學習股票投資..多空都能賺😒
但我個性就真的不適合...
傻傻定期定額錯了嗎"
留言,蠟箋,2021/8/26 07:40,傻傻定期定額 錯了嗎?,"投資沒有對錯
笑到最後的人才是贏家"
留言,安迪余,2021/8/26 08:04,傻傻定期定額 錯了嗎?,"B0
其實你家人說的沒錯，如果以「短期」來說的話，多空操作確實能夠賺到錢，但是要承受的可能就是每天都要一直盯著看，股市上上下下影響到自己心情
但若以長期來說的話，定期定額絕對是最適合的方式
股神巴菲特也都是看好他自己要買什麼標的物，買了之後就抱著長期持有，這是最簡單也最安全的操作方式，巴菲特用這種方式操作也讓他獲得股神的稱號
每個人適合的方式不同，我覺得在我們這種還在努力工作打拼的階段，定期定額其實也是一個很棒的方式"
留言,國立臺中教育大學,2021/8/26 10:03,傻傻定期定額 錯了嗎?,"都可以 沒賠錢都沒差
做人會點頭微笑說好就行了
雙方在乎的點不同會雞同鴨講"
留言,Chiang-chi,2021/8/26 10:12,傻傻定期定額 錯了嗎?,"你跟他說
現在我要認真讀書、交男朋友
每天都在那炒股票實在太累了
而且長期來說
以投資來說
要贏大盤其實並不容易
通常都是發現機會
然後搞波大的
但其實一般人不容易發現
也不容易賺到"
留言,狂徒,2021/8/26 10:57,傻傻定期定額 錯了嗎?,"我感覺重點在於妳放棄選進出場時機，但家人覺得這樣沒有練到。
市場上不是練越多，就越能賺，很多時候過度交易反而會成額外虧損。先不說我的主觀看法，既然妳都沒空盯盤了，選擇適合自己的方式就好，沒有所謂對錯。
另外提醒，如果妳這裡是既有一筆資金了，那麼對於股市指數而言，分批進場在機率上會輸一開始就全下，而且時間拉越久越明顯。"
留言,@@,2021/8/26 11:42,傻傻定期定額 錯了嗎?,"自己的心態問題吧 如果能堅持做長線 有獲利 對自己來說就是對的
對於短線能穩定獲利的來說 當然會覺得你這樣太慢
但是別忘了還有一堆短線輸到脫褲子的人"
留言,國立成功大學,2021/8/26 12:29,傻傻定期定額 錯了嗎?,沒錯啊，你有堅持下去的話，會贏股市大部分的人
留言,mix_,2021/8/26 12:58,傻傻定期定額 錯了嗎?,"短線當沖另一說法是賭博
贏錢的是厲害的賭客
輸錢的是會玩股票的流浪漢
好好做這樣子的定期定額
長線投資 股債配置
笑到最後的會是你
更何況別人專研短線還不一定獲利
一樣的時間充實自己
學興趣 休閒也好
你也能獲得大盤的報酬
睡覺也能睡得安心
不用擔心隔日沖的股票沒開高怎麼辦"
留言,高苑科技大學,2021/8/26 14:36,傻傻定期定額 錯了嗎?,投資是一輩子的 誰能笑到最後還不知道
留言,中華大學,2021/8/26 15:15,傻傻定期定額 錯了嗎?,標的有沒有選對是重點，長期定期定額絕對沒錯，0050就不會錯XD 我開永豐證券存到現在都覺得不後悔
留言,國立臺北大學,2021/8/26 15:48,傻傻定期定額 錯了嗎?,"我自已也是操作基金定投的
我不是台股基金買得少
是台股今天停了3次利
反而其他今年都沒停利
今年我有些也會單筆短進短出
不要跟銀行買基金仲介費太重"
留言,水庫精靈,2021/8/26 17:09,傻傻定期定額 錯了嗎?,有賺就沒錯
留言,臺灣警察專科學校,2021/8/26 22:28,傻傻定期定額 錯了嗎?,如果本身已經有一筆資金，不建議定期定額喔，建議單筆投入，股市整體偏上的情況下，放長線比較能賺錢，條件是短期的波動都不要去看，定期定額投資是給沒有大資金，每次用一點點錢慢慢建立部位的方式，假如已經有一筆資金卻用定期定額的只會增加妳的成本。
留言,嘉南藥理大學,2021/8/26 22:44,傻傻定期定額 錯了嗎?,？_？長期投資不就是該定期定額？不然一拿到薪水就歐印喔？
留言,國立臺中科技大學,2021/8/26 23:15,傻傻定期定額 錯了嗎?,"在需要冒險的時候選擇安逸
我寧願花個30萬操作短線
換個自由自在的人生"
留言,國立臺中科技大學,2021/8/26 23:24,傻傻定期定額 錯了嗎?,適合自己的投資方式沒有對錯
留言,耕莘健康管理專科學校,2021/8/27 00:36,傻傻定期定額 錯了嗎?,傻傻聽家人唸就去投資不適合自己的投資方式採取就真的錯了
留言,臺北市立大學,2021/8/27 01:50,傻傻定期定額 錯了嗎?,所以你是賺還是賠
留言,淡江大學,2021/8/27 02:42,傻傻定期定額 錯了嗎?,沒錯啊，雖然我是短線客，但我自己也是有在定期定額存股，我覺得投資方法就是看個人，只要能成功在股市中活下來就是好方法
留言,國立清華大學,2021/8/27 03:55,傻傻定期定額 錯了嗎?,加油，你學會短線後多空都能賠了！
留言,Farmer ZhuGe,2021/8/27 04:26,傻傻定期定額 錯了嗎?,可以看看，但不一定要強迫自己學做短線操作，我也是買美股大盤指數ETF，我自己慢慢養成會觀察市場新聞走勢等等的消息，你參考看看
留言,04:30,2021/8/27 04:49,傻傻定期定額 錯了嗎?,"定期定額有錯要不定期不定額
不看價格的定期定額就錯了
至少跌的時候越買越多漲的時候減碼
我只能幫妳到這裡了
剩下靠妳自己了"
留言,致理科技大學,2021/8/27 04:50,傻傻定期定額 錯了嗎?,"這篇的回應我覺得好溫馨喔
但是如樓上們所說的一樣，只有適合自己的投資方式～"
留言,淡江大學,2021/8/27 05:29,傻傻定期定額 錯了嗎?,"不是啊
沒空看盤的人
或是看盤會很緊張的人
幹嘛因此把自己搞的這麼累
有在做投資就是很好的事了"
留言,過站了,2021/8/27 05:57,傻傻定期定額 錯了嗎?,那你直接買台積就好了，何必買基金
留言,中華民國陸軍軍官學校,2021/8/27 06:31,傻傻定期定額 錯了嗎?,"我股票紅的 
都是定期定額的標
剩下虧的都是自己看買的
我就韭
給你參考"
留言,國立高雄應用科技大學,2021/8/27 06:32,傻傻定期定額 錯了嗎?,"確定是多空都能賺還是多空都賠錢？
大家都自以為會賺錢，那到底誰要賠
如果說學習就能賺錢，誰還要工作…？
股票（賭博）先看自己能承受多少風險再來看自己能賺多少"
留言,南臺科技大學,2021/8/27 07:05,傻傻定期定額 錯了嗎?,"不管哪種投資方式
只要能夠勝過通膨然後賺到錢的投資
就是好投資"
